,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
16,1102196,1,1,,103234393,178795,Unspecified,,,,,Increase of poly-3-hydroxybutyrate production in rCAB8 transgenic Nicotiana tabacum (tobacco) at 50 uM sprayed on five-leaf stage plant once in a week measured after 2 weeks relative to control,Other,12596845.0,
17,1102197,1,1,,103234393,178795,Active,,,,,Increase of leaf dry weight in rCAB8 transgenic Nicotiana tabacum (tobacco) at 10 to 250 uM sprayed on five leaf stage plant once in a week measured after 2 weeks,Other,12596845.0,
18,1102198,1,1,,103234393,178795,Unspecified,,,,,Increase of poly-3-hydroxybutyrate production in BC3 transgenic Nicotiana tabacum (tobacco) at 2 to 50 uM sprayed on five-leaf stage plant once in a week measured after 2 weeks relative to control,Other,12596845.0,
19,1102199,1,1,,103234393,178795,Unspecified,,,,,Increase of leaf dry weight in BC3 transgenic Nicotiana tabacum (tobacco) sprayed on five-leaf stage plant once in a week measured after 2 weeks,Other,12596845.0,
20,1108905,1,2,,103234393,178795,Active,,,,,Post-emergence herbicidal activity against Avena fatua under greenhouse conditions at 1.3 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
21,1108906,1,2,,103234393,178795,Active,,,,,Post-emergence herbicidal activity against Avena fatua under greenhouse conditions at 0.6 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
22,1108907,1,2,,103234393,178795,Active,,,,,Post-emergence herbicidal activity against Avena fatua under greenhouse conditions at 0.3 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
23,1108912,1,2,,103234393,178795,Unspecified,,,,,Phytotoxicity against Triticum aestivum (wheat) under greenhouse conditions at 2.5 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
24,1108913,1,2,,103234393,178795,Unspecified,,,,,Phytotoxicity against Triticum aestivum (wheat) under greenhouse conditions at 1.3 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
25,1108914,1,2,,103234393,178795,Unspecified,,,,,Phytotoxicity against Triticum aestivum (wheat) under greenhouse conditions at 0.6 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
26,1108915,1,2,,103234393,178795,Unspecified,,,,,Phytotoxicity against Triticum aestivum (wheat) under greenhouse conditions at 0.3 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
27,1108919,1,2,,103234393,178795,Active,,,,,Post-emergence herbicidal activity against Avena fatua under greenhouse conditions at 2.5 g/a at 1.5-leaf stage measured after 3 weeks by pot test,Other,,
28,1259407,1,1,,363907353,178795,Active,,,,,CCRIS mutagenicity studies,Other,,
