,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
18,1089261,1,1,,103226237,6323,Unspecified,,,,,Nematicidal activity against Meloidogyne incognita (root-knot nematode) in ginger crop fields assessed as number of nematodes per 100 cm3 soil at 400 kg/ha measured after 20 days post compound application (Rvb = 56.7 nematodes in 100 cm3 soil),Other,23731643.0,
19,1089268,1,1,,103226237,6323,Unspecified,,,,,Increase in stem diameter of Zingiber officinale (ginger) plants at 400 kg/ha applied through fumigation protocol (Rvb = 11.3 mm),Other,23731643.0,
20,1089273,1,1,,103226237,6323,Unspecified,,,,,Increase in plant height of Zingiber officinale (ginger) plants at 400 kg/ha applied through fumigation protocol (Rvb = 79.6 cm),Other,23731643.0,
21,1089565,1,1,,103226237,6323,Unspecified,,,,,Increase in plant height of Solanum lycopersicum (tomato) exposed to 400 kg/ha compound fumigation treatment measured 30 days after compound treatment (Rvb = 28.4 cm),Other,23731643.0,
22,1089566,1,1,,103226237,6323,Unspecified,,,,,Increase in plant height of Solanum lycopersicum (tomato) exposed to 400 kg/ha compound fumigation treatment measured 50 days after compound treatment (Rvb = 86.2 cm),Other,23731643.0,
23,1089570,1,1,,103226237,6323,Unspecified,,,,,Increase in plant height of Cucumis sativus (cucumber) exposed to 400 kg/ha compound fumigation treatment measured 30 days after compound treatment (Rvb = 85.6 cm),Other,23731643.0,
24,1089574,1,1,,103226237,6323,Unspecified,,,,,Increase in plant height of Cucumis sativus (cucumber) exposed to 400 kg/ha compound fumigation treatment measured 50 days after compound treatment (Rvb = 103.2 cm),Other,23731643.0,
25,1089581,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Cucumis sativus (cucumber) plants exposed to 400 kg/ha compound fumigation treatment assessed as marketable yield fruit yield (Rvb = 65.3 ton/ha),Other,23731643.0,
26,1089585,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Solanum lycopersicum (tomato) plants exposed to 400 kg/ha compound fumigation treatment assessed as marketable yield fruit yield (Rvb = 51.3 ton/ha),Other,23731643.0,
27,1089588,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Cucumis sativus (cucumber) plants exposed to 400 kg/ha compound fumigation treatment assessed as medium fruit yield (Rvb = 38.6 ton/ha),Other,23731643.0,
28,1089593,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Solanum lycopersicum (tomato) plants exposed to 400 kg/ha compound fumigation treatment assessed as medium fruit yield (Rvb = 32.3 ton/ha),Other,23731643.0,
29,1089596,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Cucumis sativus (cucumber) plants exposed to 400 kg/ha compound fumigation treatment assessed as large fruit yield (Rvb = 19.5 ton/ha),Other,23731643.0,
30,1089601,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Solanum lycopersicum (tomato) plants exposed to 400 kg/ha compound fumigation treatment assessed as large fruit yield (Rvb = 15.2 ton/ha),Other,23731643.0,
31,1089605,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Cucumis sativus (cucumber) plants exposed to 400 kg/ha compound fumigation treatment assessed as extra-large fruit yield (Rvb = 7.2 ton/ha),Other,23731643.0,
32,1089609,1,1,,103226237,6323,Unspecified,,,,,Increase in crop yield in Solanum lycopersicum (tomato) plants exposed to 400 kg/ha compound fumigation treatment assessed as extra-large fruit yield (Rvb = 3.8 ton/ha),Other,23731643.0,
33,1089628,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Arenaria serpyllifolia in cucumber plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot relative to untreated control,Other,23731643.0,
34,1089629,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) in cucumber plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot relative to untreated control,Other,23731643.0,
35,1089630,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Arenaria serpyllifolia in tomato plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot relative to untreated control,Other,23731643.0,
36,1089631,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Capsella bursa-pastoris in cucumber plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot relative to untreated control,Other,23731643.0,
37,1089632,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) in tomato plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot relative to untreated control,Other,23731643.0,
38,1089633,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Capsella bursa-pastoris in tomato plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot relative to untreated control,Other,23731643.0,
39,1089643,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Arenaria serpyllifolia in cucumber plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot (Rvb = 258.3 hr/ha),Other,23731643.0,
40,1089644,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) in cucumber plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot (Rvb = 258.3 hr/ha),Other,23731643.0,
41,1089645,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Capsella bursa-pastoris in cucumber plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot (Rvb = 258.3 hr/ha),Other,23731643.0,
42,1089655,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Arenaria serpyllifolia in tomato plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot (Rvb = 243.3 hr/ha),Other,23731643.0,
43,1089656,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) in tomato plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot (Rvb = 243.3 hr/ha),Other,23731643.0,
44,1089657,1,1,,103226237,6323,Unspecified,,,,,Herbicidal activity against Capsella bursa-pastoris in tomato plants fields exposed to 400 kg/ha compound fumigation treatment assessed as hand weeding time per plot (Rvb = 243.3 hr/ha),Other,23731643.0,
45,1089659,1,1,,103226237,6323,Active,,,,,Fungicidal activity against Phytophthora melonis-induced blight disease in cucumber plants at 400 kg/ha measured 20 to 60 days post compound treatment,Other,23731643.0,
46,1089661,1,1,,103226237,6323,Active,,,,,Fungicidal activity against Botryotinia fuckeliana-induced withering in tomato plants at 400 kg/ha measured 20 to 60 days post compound treatment,Other,23731643.0,
47,1089665,1,1,,103226237,6323,Unspecified,,,,,Nematicidal activity against Meloidogyne incognita (root-knot nematode) in cucumber growing fields exposed to 400 kg/ha compound fumigation treatment assessed as root galling index measured 20 days after compound treatment (Rvb = 8.72 root galling index),Other,23731643.0,
48,1089669,1,1,,103226237,6323,Unspecified,,,,,Nematicidal activity against Meloidogyne incognita (root-knot nematode) in tomato growing fields exposed to 400 kg/ha compound fumigation treatment assessed as root galling index measured 20 days after compound treatment (Rvb = 8.51 root galling index),Other,23731643.0,
49,1101106,1,1,,103226237,6323,Unspecified,,,,,Insecticidal activity mites on flower bulbs,Other,10995371.0,
50,1101107,1,1,,103226237,6323,Unspecified,,,,,Insecticidal activity against Frankliniella occidentalis (western flower thrips) larva and adults,Other,10995371.0,
51,1101108,1,1,,103226237,6323,Unspecified,,,,,Insecticidal activity Myzus persicae (green peach aphid) on flower bulbs,Other,10995371.0,
52,1101109,1,1,,103226237,6323,Unspecified,,,,,Insecticidal activity Thysanoptera (thrips) on flower bulbs,Other,10995371.0,
53,1111618,3,1,,103226237,6323,Unspecified,,,,,Insecticidal activity against adult Sitophilus zeamais assessed as mortality after 24 hr by fumigation assay,Other,21360645.0,
54,1259407,1,1,,363898335,6323,Active,,,,,CCRIS mutagenicity studies,Other,,
55,1259411,1,1,,363898335,6323,Inactive,,,,,CCRIS carcinogenicity studies,Other,,
