,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,734888,5,2,,164148939,67164,Unspecified,83304396.0,4170.0,1000.0,Kd,Binding affinity to his-tagged Mcl-1 (unknown origin) expressed in Escherichia coli BL21 (DE3) cells by ITC analysis,Confirmatory,23220642,
1,781327,1,2,,164148939,67164,Unspecified,,,,,pKa (acid-base dissociation constant) as determined by Morgenthaler ref: ChemMedChem 2007,Other,24249037,
