3091;131390-30-2;O(C)[Si](OC)(CC)C1CCCCC1;0;TS;0,51;mutagenic;-0,37;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,317;0,764;1;0,676;True;0,4;non-mutagenic;;0;0,73;1;0;0,4;non-mutagenic;0;0;;0,317;0,764;1;0,676;0,4;non-mutagenic;4;0,262;0,763;0,509;0,509;0,42;non-mutagenic;non-mutagenic;non-mutagenic
3093;16114-24-2;O=C1C(=C(C(=O)N1Cc2ccccc2)Cl)Cl;0;TS;0,07;non-mutagenic;0,22;non-mutagenic;1;mutagenic;non-mutagenic;;0;0,823;1;0;True;1;mutagenic;SA10 alfa, beta unsaturated carbonyls;0,885;0,783;1;1;1;mutagenic;4;0;"SM47; SM73; SM101; SM106";0,907;0,823;1;1;1;non-mutagenic;4;0,811;0,866;0,76;0,76;1;mutagenic;non-mutagenic;mutagenic
3095;115275-47-3;O=C(OCC=C)C4=C(OP(=O)(Oc1ccccc1)Oc2ccccc2)C(C)C3N4(C(=O)C3(C(O[Si](C)(C)C)C));1;TS;-0,02;non-mutagenic;0,11;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,344;0,74;1;1;True;0,4;non-mutagenic;;0,286;0,719;0,504;1;0,4;non-mutagenic;0;7;"SM124; SM128; SM156; SM166; SM169; SM176; SM182";0,344;0,74;1;1;0,4;non-mutagenic;4;0,731;0,739;1;1;0,85;non-mutagenic;non-mutagenic;non-mutagenic
3096;139092-93-6;O=C(OCC)C(=CNc1ccc(F)c(F)c1(OCC(OS(=O)(=O)C)C))C(=O)OCC;0;TS;0,18;non-mutagenic;-0,35;non-mutagenic;0,33;non-mutagenic;non-mutagenic;;0,784;0,751;0,67;1;True;1;non-mutagenic;;0,238;0,706;0,497;0,503;0,4;mutagenic;2;1;"SM74; SM86; SM187";0;0,751;0,331;0;1;non-mutagenic;4;0,612;0,752;0,496;0,502;1;mutagenic;mutagenic;non-mutagenic
3097;124532-06-5;O=C(OCC)C(=CNc1ccc(F)c(F)c1(OCC(O)C))C(=O)OCC;0;TS;0,24;non-mutagenic;0,25;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,607;0,782;0,665;0,335;True;1;non-mutagenic;;0,242;0,73;0,502;0,498;0,4;mutagenic;1;1;"SM86; SM187";0,721;0,782;0,665;0,665;1;mutagenic;4;0,767;0,785;0,75;0,75;1;non-mutagenic;mutagenic;non-mutagenic
3098;65399-10-2;O=C1OCc2ccc(cc12)N(C)C;0;TS;0,02;non-mutagenic;0,45;non-mutagenic;0,33;non-mutagenic;mutagenic;SA28bis Aromatic mono- and dialkylamine;0;0,882;0,665;0;True;1;mutagenic;SA28bis Aromatic mono- and dialkylamine;0;0,837;1;0;1;mutagenic;1;1;"SM104; SM170";0;0,882;1;0;1;non-mutagenic;4;0,937;0,879;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3099;63333-22-2;O=Cc1ccc(cc1(C(=O)O))N(C)C;0;TS;-0,2;non-mutagenic;0,24;non-mutagenic;0;non-mutagenic;mutagenic;SA28bis Aromatic mono- and dialkylamine;0;0,864;0,332;0;True;1;mutagenic;"SA11 Simple aldehyde; SA28bis Aromatic mono- and dialkylamine";0;0,842;1;0;0,85;mutagenic;1;1;"SM104; SM118";0;0,864;0,67;0;1;mutagenic;4;0,809;0,874;0,749;0,75;1;non-mutagenic;non-mutagenic;non-mutagenic
3100;27507-28-4;NC(CN(C)C)=S;0;TS;;;0,09;non-mutagenic;;;mutagenic;;0,54;0,851;0,66;0,34;True;0,85;non-mutagenic;;0,786;0,855;1;1;0,85;non-mutagenic;0;1;SM199;0,637;0,851;0,66;0,66;0,85;non-mutagenic;4;0,477;0,85;0,745;0,745;0,6;non-mutagenic;non-mutagenic;non-mutagenic
3101;115295-89-1;O=C(OCC=C)N1CC(CC1(C(=O)N(C)C))S;0;TS;0,82;mutagenic;0,01;non-mutagenic;0,33;non-mutagenic;mutagenic;SA16 Alkyl carbamate and thiocarbamate;0,672;0,778;1;0,338;True;1;mutagenic;SA16 Alkyl carbamate and thiocarbamate;0,504;0,701;0,501;0,501;0,85;mutagenic;2;2;"SM94; SM98; SM153; SM156";0,672;0,778;1;0,338;1;mutagenic;4;0,628;0,781;0,506;0,506;1;non-mutagenic;mutagenic;non-mutagenic
3102;118337-09-0;FP2Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(c3cc(cc(c3(O2))C(C)(C)C)C(C)(C)C)C;0;TS;0,1;non-mutagenic;-0,45;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,464;0,828;1;1;True;0,51;non-mutagenic;;0,347;0,752;1;1;0,4;non-mutagenic;0;1;SM117;0,464;0,828;1;1;0,51;non-mutagenic;4;0,461;0,818;1;1;0,51;non-mutagenic;non-mutagenic;non-mutagenic
3103;2926-27-4;O=S(=O)(O)C(F)(F)F;0;TS;0,73;mutagenic;-0,05;non-mutagenic;0,33;non-mutagenic;non-mutagenic;;0,664;0,774;1;0,619;True;0,85;non-mutagenic;;0,424;0,705;1;0,499;0,6;non-mutagenic;0;0;;0,589;0,774;0,619;0,619;0,85;mutagenic;4;0,671;0,818;0,763;0,763;0,85;non-mutagenic;mutagenic;non-mutagenic
3105;4371-50-0;OCC(c1ccc(cc1)C)C;0;TS;0,02;non-mutagenic;0,55;mutagenic;0,33;non-mutagenic;non-mutagenic;;0,956;0,913;1;1;True;1;non-mutagenic;;0,951;0,904;1;1;1;non-mutagenic;0;0;;0,956;0,913;1;1;1;non-mutagenic;4;0,827;0,908;0,753;0,754;1;non-mutagenic;non-mutagenic;non-mutagenic
3107;147678-87-3;O=C3OC(C=C(c1ccc(cc1)N(CC)CC)c2ccc(cc2)N(CC)CC)c4ccc(cc34)N(C)C;0;TS;0,36;non-mutagenic;-0,11;non-mutagenic;0;non-mutagenic;mutagenic;SA28bis Aromatic mono- and dialkylamine;0,732;0,795;0,674;0,674;True;1;mutagenic;"SA28bis Aromatic mono- and dialkylamine; SA38 Alkenylbenzenes";0;0,772;0;0;1;mutagenic;2;2;"SM83; SM104; SM146; SM170";0,616;0,795;0,337;0,674;1;non-mutagenic;4;0,553;0,81;0,278;0,514;1;non-mutagenic;non-mutagenic;non-mutagenic
3108;87135-01-1;O(C)[Si](OC)(OC)CCCCCC[Si](OC)(OC)OC;0;TS;0,2;non-mutagenic;-0,14;non-mutagenic;0;non-mutagenic;mutagenic;;0;0,721;0,668;0;True;0,4;non-mutagenic;;0,338;0,714;1;1;0,4;non-mutagenic;0;0;;0,34;0,721;1;1;0,4;non-mutagenic;4;0,597;0,726;1;1;0,7;non-mutagenic;non-mutagenic;non-mutagenic
3109;50292-91-6;O=C1OC(c2ccccc12)(c4c3ccccc3n(c4C)CCCC)c6c5ccccc5n(c6C)CCCC;0;TS;-0,06;non-mutagenic;0,69;mutagenic;1;mutagenic;non-mutagenic;;0,657;0,745;1;0,335;True;1;non-mutagenic;;0,728;0,733;1;1;0,85;mutagenic;1;1;"SM76; SM170";0,705;0,745;0,668;0,665;1;non-mutagenic;4;0,815;0,765;0,755;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3110;84852-53-9;c1(c(c(c(c(c1Br)Br)Br)Br)Br)CCc2c(c(c(c(c2Br)Br)Br)Br)Br;0;TS;-0,22;non-mutagenic;0,1;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,887;0,786;1;1;True;1;non-mutagenic;;0,739;0,755;1;1;0,85;non-mutagenic;0;1;SM152;0,887;0,786;1;1;1;non-mutagenic;4;0,877;0,769;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3112;90005-55-3;O=C(c1cccc(N)c1(O))C;1;TS;0,26;non-mutagenic;-0,32;non-mutagenic;0,67;mutagenic;mutagenic;;0,55;0,905;0,33;0,338;True;1;mutagenic;SA28 Primary aromatic amine, hydroxyl amine and its derived esters (with restrictions);0,785;0,873;1;0,498;1;non-mutagenic;0;0;;0,858;0,905;1;0,662;1;mutagenic;4;0,825;0,907;0,748;0,751;1;mutagenic;non-mutagenic;mutagenic
3113;62554-36-3;O=C(Oc1ccccc1)c3cc(Oc2ccc(cc2)[N+](=O)[O-])c4ccccc4(c3(O));0;TS;0,82;mutagenic;0,6;mutagenic;1;mutagenic;mutagenic;SA27 Nitro aromatic;0,922;0,85;1;1;True;1;mutagenic;SA27 Nitro aromatic;0,889;0,79;1;1;1;mutagenic;2;1;"SM37; SM54; SM189";0,922;0,85;1;1;1;mutagenic;4;0,92;0,846;1;1;1;mutagenic;mutagenic;mutagenic
3114;84285-00-7;O=C(Nc1ccccc1)c3cc4ccccc4(c(N=Nc2cc(cc(c2(O))[N+](=O)[O-])[N+](=O)[O-])c3(O));0;TS;1,17;mutagenic;1,84;mutagenic;1;mutagenic;mutagenic;"SA27 Nitro aromatic; SA29 Aromatic diazo";0,767;0,857;0,687;0,687;True;1;mutagenic;"SA27 Nitro aromatic; SA29 Aromatic diazo";0,802;0,866;0,551;1;1;mutagenic;2;0;"SM53; SM95";0,767;0,857;0,687;0,687;1;mutagenic;4;0,918;0,842;1;1;1;mutagenic;mutagenic;mutagenic
3116;59777-95-6;O=C(O)C2NC(c1cnccc1)SC2;0;TS;0,15;non-mutagenic;-0,17;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,484;0,793;1;0,672;True;0,6;non-mutagenic;;0,439;0,758;1;0,499;0,6;non-mutagenic;0;0;;0,484;0,793;1;0,672;0,6;non-mutagenic;4;0,888;0,789;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3117;30131-16-9;O=C(O)c2ccc(OCCCCc1ccccc1)cc2;0;TS;0,02;non-mutagenic;0,31;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,847;0,878;1;0,667;True;1;non-mutagenic;;0,91;0,828;1;1;1;non-mutagenic;0;0;;0,847;0,878;1;0,667;1;non-mutagenic;4;0,554;0,876;0,241;0,509;1;non-mutagenic;non-mutagenic;non-mutagenic
3118;136450-05-0;O=C(OC)c2ccc(OCCCCc1ccccc1)cc2;0;TS;0,07;non-mutagenic;0,08;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,843;0,873;1;0,663;True;1;non-mutagenic;;0,911;0,83;1;1;1;non-mutagenic;0;1;SM170;0,843;0,873;1;0,663;1;non-mutagenic;4;0,61;0,873;0,243;0,747;1;non-mutagenic;non-mutagenic;non-mutagenic
3120;85136-71-6;O=C1c2ccccc2(C(OCC(O)CNC(C)(C)C)=CN1C);0;TS;0,51;mutagenic;0,24;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,81;0,802;0,668;1;True;1;non-mutagenic;;0,526;0,769;0,497;0,497;0,85;non-mutagenic;0;0;;0,896;0,802;1;1;1;non-mutagenic;4;0,775;0,822;0,73;0,73;1;non-mutagenic;non-mutagenic;non-mutagenic
3121;132971-87-0;O=C(C=Cc1ccc(cc1)C(C)(C)C)c2ccccc2;0;TS;0,16;non-mutagenic;0,27;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,959;0,92;1;1;True;1;mutagenic;SA38 Alkenylbenzenes;0,749;0,808;1;0,483;1;non-mutagenic;0;1;SM172;0,959;0,92;1;1;1;non-mutagenic;4;0,957;0,915;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3123;42951-35-9;c1ccc2c(c1)cc(n2CCCC)C;0;TS;0,49;non-mutagenic;0,46;non-mutagenic;0,67;mutagenic;mutagenic;;0,928;0,86;1;1;True;1;non-mutagenic;;0,542;0,813;0,502;0,498;0,85;mutagenic;1;0;SM76;0,928;0,86;1;1;1;mutagenic;4;0,803;0,859;0,751;0,751;1;non-mutagenic;mutagenic;non-mutagenic
3124;91503-79-6;O=C(OC(OC(=O)C(c1ccc(c(F)c1)c2ccccc2)C)C)C;0;TS;-0,08;non-mutagenic;0,23;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,899;0,809;1;1;True;1;non-mutagenic;;0,36;0,808;1;1;0,4;non-mutagenic;0;1;SM195;0,899;0,809;1;1;1;non-mutagenic;4;0,841;0,815;1;0,755;1;non-mutagenic;mutagenic;non-mutagenic
3125;70978-54-0;O=C(c1cc(cc(c1(O))[N+](=O)[O-])Br)C;0;TS;0,33;non-mutagenic;-0,13;non-mutagenic;1;mutagenic;mutagenic;SA27 Nitro aromatic;0,762;0,865;0,671;0,671;True;1;mutagenic;SA27 Nitro aromatic;0,546;0,838;0,493;0,493;0,85;mutagenic;1;0;SM52;0,842;0,865;1;0,671;1;mutagenic;4;0,869;0,872;1;0,75;1;mutagenic;mutagenic;mutagenic
3128;126630-95-3;c1ccc(cc1)C[n+]2ccc(cc2)N3CCCCC3;0;TS;0,27;non-mutagenic;0,37;non-mutagenic;0,67;mutagenic;non-mutagenic;;0,685;0,808;1;0,337;True;1;non-mutagenic;;0,378;0,794;0,493;0,507;0,6;non-mutagenic;0;0;;0,685;0,808;1;0,337;1;non-mutagenic;4;0,838;0,81;1;0,752;1;non-mutagenic;non-mutagenic;non-mutagenic
3129;43229-65-8;O(c1ccc(cc1)CC(NCc2ccccc2)C)C;0;TS;0,35;non-mutagenic;1,08;mutagenic;0,33;non-mutagenic;non-mutagenic;;0;0,855;1;0;True;1;non-mutagenic;;0,769;0,836;1;0,499;1;non-mutagenic;0;0;;0;0,855;1;0;1;mutagenic;4;0,726;0,861;0,5;0,75;1;non-mutagenic;non-mutagenic;non-mutagenic
3130;107097-59-6;O=C(Nc1ccc(c(c1)NC(=O)CC(=O)c2ccccc2)C)CC(=O)c3ccccc3;0;TS;0,19;non-mutagenic;0,3;non-mutagenic;0,67;mutagenic;mutagenic;;0,684;0,814;1;0,331;True;1;non-mutagenic;;0,742;0,781;0,497;1;1;mutagenic;3;0;"SM91; SM95; SM104";0,519;0,814;0,331;0,331;1;non-mutagenic;4;0,76;0,813;1;0,504;1;non-mutagenic;mutagenic;non-mutagenic
3131;30332-27-5;c1cc(c(c(c1)Cl)Cl)N(N(Cl)Cl)Cl;0;TS;-0,05;non-mutagenic;0,38;non-mutagenic;0,33;non-mutagenic;mutagenic;SA13 Hydrazine;0,273;0,81;1;0,33;True;0,4;mutagenic;SA13 Hydrazine;0,301;0,801;1;0,499;0,4;mutagenic;1;1;"SM87; SM159";0,273;0,81;1;0,33;0,4;non-mutagenic;4;0,335;0,808;1;0,752;0,4;non-mutagenic;non-mutagenic;non-mutagenic
3132;16839-48-8;O=C(OCCOCC=C)C(=C)C;0;TS;0,14;non-mutagenic;-0,07;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,858;0,905;1;0,663;True;1;non-mutagenic;;0,908;0,824;1;1;1;non-mutagenic;0;1;SM187;0,858;0,905;1;0,663;1;non-mutagenic;4;0,948;0,899;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3133;355-93-1;O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)C(=C)C;0;TS;0,38;non-mutagenic;0;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,731;0,74;1;1;True;0,85;non-mutagenic;;0,271;0,655;0,493;1;0,4;non-mutagenic;0;4;"SM130; SM150; SM187; SM188";0,55;0,74;0,32;1;0,85;non-mutagenic;4;0,748;0,738;0,758;0,758;1;non-mutagenic;non-mutagenic;non-mutagenic
3134;16613-04-0;O=C(OCCOc2ccc(C(=O)c1ccccc1)c(O)c2)C(=C)C;0;TS;0,2;non-mutagenic;0,07;non-mutagenic;0,33;non-mutagenic;non-mutagenic;;0,938;0,88;1;1;True;1;non-mutagenic;;0,755;0,806;1;0,499;1;mutagenic;1;1;"SM59; SM187";0;0,88;1;0;1;non-mutagenic;4;0,872;0,876;1;0,754;1;non-mutagenic;non-mutagenic;non-mutagenic
3135;558-25-8;O=S(=O)(F)C;1;TS;;;-0,49;non-mutagenic;1;mutagenic;mutagenic;;0,276;0,831;1;0,328;True;0,4;non-mutagenic;;0;0,788;1;0;0,4;non-mutagenic;0;0;;0,299;0,831;0,672;0,672;0,4;mutagenic;4;0,55;0,837;0,5;0,5;0,85;non-mutagenic;non-mutagenic;non-mutagenic
3136;33596-66-6;O=CC(c1ccc(cc1)C)C;0;TS;0,18;non-mutagenic;0,8;mutagenic;0,33;non-mutagenic;non-mutagenic;;0,947;0,896;1;1;True;1;mutagenic;SA11 Simple aldehyde;0;0,884;1;0;1;non-mutagenic;0;0;;0,947;0,896;1;1;1;non-mutagenic;4;0,946;0,895;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3137;83073-63-6;O=C(OC)c1ccccc1(C(=O)N(C)CC(=O)OC);1;TS;0,53;mutagenic;0,02;non-mutagenic;0,33;non-mutagenic;mutagenic;;0,692;0,831;1;0,333;True;1;non-mutagenic;;0,915;0,837;1;1;1;non-mutagenic;0;3;"SM118; SM170; SM176";0,824;0,831;1;0,667;1;non-mutagenic;4;0,792;0,841;0,746;0,746;1;non-mutagenic;non-mutagenic;non-mutagenic
3138;123040-69-7;O=C(NC2CN1CCC2(CC1))c4cc(cc3c4(OCC(=O)N3C))Cl;0;TS;0,39;non-mutagenic;0,75;mutagenic;0,67;mutagenic;non-mutagenic;;0,725;0,79;0,665;0,668;True;1;non-mutagenic;;0,873;0,762;1;1;1;mutagenic;1;1;"SM86; SM114";0,513;0,79;0,333;0,332;1;non-mutagenic;4;0,768;0,787;0,748;0,75;1;non-mutagenic;non-mutagenic;non-mutagenic
3139;74639-40-0;O=C(Oc1ccc(cc1(OC(=O)OCC))CCNC(=O)C(NC(=O)C)CCSC)OCC;0;TS;;;0,15;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,898;0,806;1;1;True;1;non-mutagenic;;0,735;0,748;1;1;0,85;non-mutagenic;0;3;"SM153; SM191; SM200";0,812;0,806;0,67;1;1;non-mutagenic;4;0,895;0,8;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3140;6238-14-8;NC2CN1CCC2(CC1);0;TS;0,12;non-mutagenic;-0,22;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,908;0,824;1;1;True;1;non-mutagenic;;0,757;0,809;1;0,502;1;non-mutagenic;0;0;;0,908;0,824;1;1;1;non-mutagenic;4;0,847;0,826;1;0,754;1;non-mutagenic;non-mutagenic;non-mutagenic
3142;56992-87-1;O=C(Nc1ccc(cc1)S(=O)(=O)N)C(=C)C;1;TS;-0,17;non-mutagenic;-0,05;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,961;0,924;1;1;True;1;mutagenic;SA10 alfa, beta unsaturated carbonyls;0;0,828;1;0;1;non-mutagenic;0;3;"SM119; SM138; SM168";0,961;0,924;1;1;1;non-mutagenic;4;0,952;0,907;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3143;83465-22-9;OCC1(O)(CC(N)C(O)C(O)C1(O));0;TS;-0,23;non-mutagenic;0,05;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,915;0,837;1;1;True;1;non-mutagenic;;0,774;0,82;1;0,534;1;non-mutagenic;0;3;"SM163; SM169; SM182";0,915;0,837;1;1;1;non-mutagenic;4;0,869;0,871;1;0,753;1;non-mutagenic;non-mutagenic;non-mutagenic
3144;32780-32-8;OCC1CC(N)C(O)C(O)C1(O);0;TS;0,35;non-mutagenic;0,01;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,914;0,835;1;1;True;1;non-mutagenic;;0,771;0,819;1;0,528;1;non-mutagenic;0;3;"SM163; SM169; SM182";0,914;0,835;1;1;1;non-mutagenic;4;0,86;0,852;1;0,753;1;non-mutagenic;non-mutagenic;non-mutagenic
3145;38231-86-6;OCC1=CC(N)C(O)C(O)C1(O);0;TS;0,34;non-mutagenic;0,04;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,804;0,792;1;0,666;True;1;non-mutagenic;;0,888;0,788;1;1;1;non-mutagenic;0;1;SM163;0,804;0,792;1;0,666;1;non-mutagenic;4;0,847;0,824;1;0,759;1;non-mutagenic;non-mutagenic;non-mutagenic
3146;60683-36-5;O=C1c4ccccc4(C(=O)c2c(ccc(N)c12)Nc3cccc(c3)C);0;TS;0,6;mutagenic;0,82;mutagenic;0,67;mutagenic;mutagenic;SA12 Quinones;0,947;0,897;1;1;True;1;mutagenic;"SA12 Quinones; SA28 Primary aromatic amine, hydroxyl amine and its derived esters (with restrictions); SA66 Anthrones";0,922;0,849;1;1;1;mutagenic;2;1;"SM32; SM105; SM197";0,947;0,897;1;1;1;mutagenic;4;0,822;0,911;0,741;0,741;1;mutagenic;mutagenic;mutagenic
3148;128895-17-0;O(c1ccc(c(c1C)C)CCOCC)CC(OC)OC;0;TS;0,18;non-mutagenic;0,17;non-mutagenic;0,33;non-mutagenic;mutagenic;;0,694;0,828;1;0,338;True;1;non-mutagenic;;0,759;0,807;1;0,508;1;non-mutagenic;0;0;;0,821;0,828;1;0,662;1;non-mutagenic;4;0,65;0,832;0,512;0,505;1;non-mutagenic;mutagenic;non-mutagenic
3149;89371-38-0;O=C(OCC)C(NC(C(=O)N1C(=O)N(C)CC1(C(=O)OC(C)(C)C))C)CCc2ccccc2;0;TS;0,03;non-mutagenic;0,09;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,926;0,857;1;1;True;1;non-mutagenic;;0,866;0,75;1;1;1;non-mutagenic;0;5;"SM115; SM156; SM164; SM176; SM178";0,926;0,857;1;1;1;non-mutagenic;4;0,924;0,853;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3150;61774-32-1;O=C1C=CC4(C(=C1)CCC3C5CCC2(OC(OCC2(=O))(OCC)CC)C5(C)(CC(O)C34))(C);0;TS;0,13;non-mutagenic;-0,05;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,565;0,887;1;1;True;0,6;mutagenic;SA10 alfa, beta unsaturated carbonyls;0;0,775;0,496;0;0,6;non-mutagenic;0;10;"SM113; SM145; SM157; SM162; SM163; SM164; SM169; SM177; SM180; SM182";0,51;0,887;0,663;1;0,6;non-mutagenic;4;0,564;0,884;1;1;0,6;non-mutagenic;non-mutagenic;non-mutagenic
3151;670-62-2;O=C(OC)c1cc(ccc1(OCC(=O)OCC))Cl;0;TS;0,16;non-mutagenic;0,15;non-mutagenic;0;non-mutagenic;non-mutagenic;;0,93;0,866;1;1;True;1;non-mutagenic;;0,932;0,869;1;1;1;non-mutagenic;0;3;"SM114; SM170; SM189";0,93;0,866;1;1;1;non-mutagenic;4;0,93;0,865;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3152;108227-50-5;O=C(OC)c1cc(cc(c1(OCC(=O)OCC))[N+](=O)[O-])Cl;0;TS;0,42;non-mutagenic;1,01;mutagenic;0,67;mutagenic;mutagenic;SA27 Nitro aromatic;0,675;0,787;1;0,335;True;1;mutagenic;SA27 Nitro aromatic;0,742;0,78;1;0,499;1;mutagenic;2;3;"SM52; SM86; SM114; SM170; SM189";0,675;0,787;1;0,335;1;mutagenic;4;0,697;0,794;0,748;0,501;1;mutagenic;non-mutagenic;mutagenic
3153;123040-75-5;O=C(OC)c2cc(cc1NC(=O)COc12)Cl;0;TS;0,19;non-mutagenic;0,48;non-mutagenic;0,33;non-mutagenic;non-mutagenic;;0,813;0,81;1;0,667;True;1;non-mutagenic;;0;0,791;1;0;1;mutagenic;1;3;"SM86; SM114; SM170; SM189";0,684;0,81;1;0,333;1;non-mutagenic;4;0,837;0,809;1;0,75;1;non-mutagenic;non-mutagenic;non-mutagenic
3154;4068-78-4;O=C(OC)c1cc(ccc1(O))Cl;0;TS;0,12;non-mutagenic;0,25;non-mutagenic;0,33;non-mutagenic;non-mutagenic;;0,785;0,923;0,667;0,667;True;1;non-mutagenic;;0,777;0,85;1;0,503;1;non-mutagenic;0;2;"SM170; SM189";0,785;0,923;0,667;0,667;1;non-mutagenic;4;0,827;0,914;0,748;0,748;1;non-mutagenic;non-mutagenic;non-mutagenic
3155;125630-94-6;O=C(OCC)NC2=CC(C=Nc1ccc(cc1C)N(CC)CC)C(=C(C2(=O))Cl)C;0;TS;0,01;non-mutagenic;0,5;mutagenic;0,67;mutagenic;mutagenic;SA28bis Aromatic mono- and dialkylamine;0;0,755;0;0;True;1;mutagenic;"SA10 alfa, beta unsaturated carbonyls; SA28bis Aromatic mono- and dialkylamine";0;0,721;0;0;1;mutagenic;5;2;"SM94; SM98; SM101; SM105; SM106; SM129; SM180";0;0,755;0,666;0;1;non-mutagenic;4;0,805;0,747;1;0,752;1;mutagenic;mutagenic;non-mutagenic
3156;84995-63-1;O(c1ccc2c(c1)CCCC2)C(=S)Cl;1;TS;0,4;non-mutagenic;-0,18;non-mutagenic;;;non-mutagenic;;0,413;0,815;1;0,339;True;0,6;non-mutagenic;;0;0,786;0;1;0,6;non-mutagenic;0;1;SM200;0,413;0,815;1;0,339;0,6;non-mutagenic;4;0,383;0,815;0,497;0,502;0,6;mutagenic;non-mutagenic;non-mutagenic
3157;10488-69-4;O=C(OCC)CC(O)CCl;1;TS;0,17;non-mutagenic;-0,09;non-mutagenic;0;non-mutagenic;mutagenic;SA8 Aliphatic halogens;0;0,892;0,32;0;True;1;mutagenic;SA8 Aliphatic halogens;0,748;0,791;1;0,501;1;mutagenic;1;1;"SM106; SM178";0;0,892;0,32;0;1;non-mutagenic;4;0,948;0,899;1;1;1;mutagenic;non-mutagenic;non-mutagenic
3158;123040-50-6;O=C(c2cc(cc1c2(OCC(=O)N1C))Cl)Cl;0;TS;0,14;non-mutagenic;0,02;non-mutagenic;1;mutagenic;mutagenic;SA1 Acyl halides;0;0,803;1;0;True;1;mutagenic;SA1 Acyl halides;0;0,79;1;0;0,6;mutagenic;2;1;"SM20; SM86; SM114";0;0,803;1;0;1;non-mutagenic;4;0,897;0,804;1;1;1;mutagenic;non-mutagenic;mutagenic
3160;141761-83-3;O=C(OC)c2cc(cc1c2(OCC(=O)N1C))Cl;0;TS;0,37;non-mutagenic;0,23;non-mutagenic;;;mutagenic;;0,679;0,802;1;0,33;True;1;non-mutagenic;;0,744;0,787;1;0,494;1;mutagenic;1;3;"SM86; SM114; SM170; SM189";0,679;0,802;1;0,33;1;non-mutagenic;4;0,703;0,804;0,501;0,753;1;non-mutagenic;non-mutagenic;non-mutagenic
3161;141942-85-0;N#CCC(O)CC(=O)OCC;0;TS;0,11;non-mutagenic;0,27;non-mutagenic;0,33;non-mutagenic;mutagenic;;0,691;0,829;1;0,331;True;1;non-mutagenic;;0;0,784;0;0,501;1;non-mutagenic;0;4;"SM165; SM178; SM179; SM192";0,745;0,829;0,669;0,669;1;non-mutagenic;4;0,921;0,849;1;1;1;non-mutagenic;non-mutagenic;non-mutagenic
3162;97540-30-2;N#Cc1ccccc1(OC(C(=O)Cl)CCCCCCCCCCCC);0;TS;0,12;non-mutagenic;0,7;mutagenic;0,67;mutagenic;mutagenic;SA1 Acyl halides;0;0,8;1;0;True;1;mutagenic;SA1 Acyl halides;0;0,762;1;0;0,51;mutagenic;1;4;"SM106; SM157; SM163; SM177; SM192";0;0,8;0,34;0;1;non-mutagenic;4;0,775;0,805;0,747;0,743;1;mutagenic;non-mutagenic;non-mutagenic
3163;143212-75-3;O=C(C=C(NCCc1ccc(O)c(O)c1)C)C;0;TS;0,44;non-mutagenic;0,46;non-mutagenic;0,67;mutagenic;non-mutagenic;;0,832;0,844;1;0,672;True;1;mutagenic;SA10 alfa, beta unsaturated carbonyls;0;0,814;1;0;1;non-mutagenic;0;0;;0,753;0,844;0,672;0,672;1;non-mutagenic;4;0,795;0,84;0,753;0,753;1;non-mutagenic;non-mutagenic;non-mutagenic
